Date, Open, High, Low, Close, Total Volume, UnAdjusted Close
19920807,1764.60000000,1764.60000000,1747.80000000,1753.30000000,       0,1753.30000000
19920810,1736.10000000,1739.90000000,1727.90000000,1731.80000000,       0,1731.80000000
19920811,1736.60000000,1736.60000000,1708.10000000,1723.50000000,       0,1723.50000000
19920812,1728.30000000,1734.40000000,1711.00000000,1715.30000000,       0,1715.30000000
19920813,1715.50000000,1729.90000000,1707.20000000,1722.20000000,       0,1722.20000000
19920814,1718.40000000,1754.60000000,1717.80000000,1753.80000000,       0,1753.80000000
19920817,1760.10000000,1766.80000000,1750.00000000,1766.20000000,       0,1766.20000000
19920818,1761.80000000,1761.80000000,1748.90000000,1752.80000000,       0,1752.80000000
19920819,1755.50000000,1769.20000000,1748.80000000,1765.60000000,       0,1765.60000000
19920820,1762.20000000,1774.50000000,1723.90000000,1757.50000000,       0,1757.50000000
19920821,1761.50000000,1766.60000000,1754.90000000,1755.40000000,       0,1755.40000000
19920824,1715.20000000,1724.80000000,1709.50000000,1713.70000000,       0,1713.70000000
19920825,1704.40000000,1707.30000000,1663.90000000,1681.00000000,       0,1681.00000000
19920826,1687.10000000,1687.70000000,1669.00000000,1676.20000000,       0,1676.20000000
19920827,1691.50000000,1698.40000000,1667.80000000,1688.60000000,       0,1688.60000000
19920828,1689.40000000,1689.40000000,1671.10000000,1680.60000000,       0,1680.60000000
19920831,1680.60000000,1680.60000000,1680.60000000,1680.60000000,       0,1680.60000000
19920901,1680.60000000,1680.70000000,1664.20000000,1670.00000000,       0,1670.00000000
19920902,1664.70000000,1683.00000000,1655.30000000,1682.80000000,       0,1682.80000000
19920903,1703.70000000,1742.00000000,1700.90000000,1741.00000000,       0,1741.00000000
19920904,1744.40000000,1755.30000000,1720.10000000,1729.00000000,       0,1729.00000000
19920907,1727.30000000,1743.30000000,1727.10000000,1733.40000000,       0,1733.40000000
19920908,1741.80000000,1749.10000000,1710.20000000,1710.60000000,       0,1710.60000000
19920909,1696.10000000,1708.60000000,1694.70000000,1696.70000000,       0,1696.70000000
19920910,1703.20000000,1709.70000000,1696.80000000,1707.40000000,       0,1707.40000000
19920911,1717.30000000,1730.90000000,1709.00000000,1729.90000000,       0,1729.90000000
19920914,1810.30000000,1811.20000000,1759.10000000,1775.40000000,       0,1775.40000000
19920915,1770.80000000,1770.80000000,1723.30000000,1725.70000000,       0,1725.70000000
19920916,1695.60000000,1716.40000000,1638.80000000,1716.40000000,       0,1716.40000000
19920917,1811.10000000,1820.30000000,1746.90000000,1815.20000000,       0,1815.20000000
19920918,1814.50000000,1892.00000000,1813.30000000,1885.20000000,       0,1885.20000000
19920921,1874.20000000,1926.70000000,1874.20000000,1887.80000000,       0,1887.80000000
19920922,1875.10000000,1922.80000000,1875.00000000,1910.10000000,       0,1910.10000000
19920923,1902.80000000,1923.70000000,1890.10000000,1901.80000000,       0,1901.80000000
19920924,1910.40000000,1936.70000000,1907.50000000,1936.70000000,       0,1936.70000000
19920925,1964.40000000,1964.50000000,1913.00000000,1914.00000000,       0,1914.00000000
19920928,1895.00000000,1898.10000000,1873.10000000,1873.10000000,       0,1873.10000000
19920929,1872.90000000,1878.50000000,1850.50000000,1876.60000000,       0,1876.60000000
19920930,1872.00000000,1872.90000000,1856.90000000,1860.60000000,       0,1860.60000000
19921001,1861.60000000,1886.70000000,1857.90000000,1875.10000000,       0,1875.10000000
19921002,1868.50000000,1879.90000000,1847.50000000,1854.30000000,       0,1854.30000000
19921005,1825.00000000,1825.00000000,1779.30000000,1779.40000000,       0,1779.40000000
19921006,1808.20000000,1816.70000000,1800.40000000,1814.20000000,       0,1814.20000000
19921007,1834.30000000,1854.80000000,1829.20000000,1847.30000000,       0,1847.30000000
19921008,1851.70000000,1877.30000000,1851.70000000,1870.40000000,       0,1870.40000000
19921009,1881.90000000,1888.10000000,1864.50000000,1865.20000000,       0,1865.20000000
19921012,1866.30000000,1880.10000000,1863.70000000,1878.80000000,       0,1878.80000000
19921013,1886.80000000,1892.40000000,1867.00000000,1891.00000000,       0,1891.00000000
19921014,1892.10000000,1894.60000000,1868.40000000,1877.90000000,       0,1877.90000000
19921015,1858.30000000,1863.80000000,1844.70000000,1850.20000000,       0,1850.20000000
19921016,1846.60000000,1889.50000000,1842.80000000,1872.30000000,       0,1872.30000000
19921019,1860.40000000,1868.60000000,1851.10000000,1867.20000000,       0,1867.20000000
19921020,1878.20000000,1915.60000000,1878.20000000,1912.90000000,       0,1912.90000000
19921021,1935.40000000,1959.00000000,1935.40000000,1951.30000000,       0,1951.30000000
19921022,1953.70000000,1986.90000000,1952.00000000,1969.80000000,       0,1969.80000000
19921023,1959.80000000,1987.40000000,1957.80000000,1981.70000000,       0,1981.70000000
19921026,1983.30000000,1987.10000000,1972.10000000,1976.20000000,       0,1976.20000000
19921027,1983.40000000,1985.60000000,1960.10000000,1978.50000000,       0,1978.50000000
19921028,1975.70000000,1975.70000000,1951.40000000,1956.50000000,       0,1956.50000000
19921029,1956.70000000,1964.40000000,1939.00000000,1948.70000000,       0,1948.70000000
19921030,1953.40000000,1964.60000000,1952.80000000,1963.80000000,       0,1963.80000000
19921102,1962.00000000,1996.30000000,1955.70000000,1996.10000000,       0,1996.10000000
19921103,2018.30000000,2018.40000000,2002.60000000,2007.20000000,       0,2007.20000000
19921104,2004.80000000,2010.60000000,1995.00000000,1999.70000000,       0,1999.70000000
19921105,1990.90000000,2013.50000000,1990.10000000,2009.20000000,       0,2009.20000000
19921106,2017.20000000,2017.20000000,2001.20000000,2005.40000000,       0,2005.40000000
19921109,2006.60000000,2008.80000000,1996.40000000,1996.40000000,       0,1996.40000000
19921110,1996.10000000,2018.00000000,1992.10000000,2016.50000000,       0,2016.50000000
19921111,2016.70000000,2023.10000000,2002.80000000,2003.00000000,       0,2003.00000000
19921112,2012.70000000,2028.50000000,2010.80000000,2027.30000000,       0,2027.30000000
19921113,2023.40000000,2028.20000000,2016.60000000,2021.60000000,       0,2021.60000000
19921116,2014.70000000,2018.00000000,2004.50000000,2004.60000000,       0,2004.60000000
19921117,1993.60000000,2002.90000000,1990.60000000,1996.40000000,       0,1996.40000000
19921118,1999.60000000,2013.90000000,1991.30000000,2012.20000000,       0,2012.20000000
19921119,2020.20000000,2022.70000000,2011.50000000,2017.80000000,       0,2017.80000000
19921120,2020.10000000,2036.80000000,2012.80000000,2035.90000000,       0,2035.90000000
19921123,2037.90000000,2048.70000000,2032.10000000,2034.30000000,       0,2034.30000000
19921124,2031.90000000,2041.00000000,2022.40000000,2040.10000000,       0,2040.10000000
19921125,2043.30000000,2044.00000000,2032.80000000,2033.10000000,       0,2033.10000000
19921126,2035.90000000,2057.90000000,2035.70000000,2056.00000000,       0,2056.00000000
19921127,2058.80000000,2077.50000000,2052.50000000,2077.50000000,       0,2077.50000000
19921130,2080.80000000,2097.90000000,2080.30000000,2095.90000000,       0,2095.90000000
19921201,2092.00000000,2106.90000000,2085.90000000,2106.50000000,       0,2106.50000000
19921202,2096.20000000,2105.60000000,2093.20000000,2097.80000000,       0,2097.80000000
19921203,2091.40000000,2105.40000000,2090.70000000,2091.70000000,       0,2091.70000000
19921204,2093.10000000,2093.40000000,2080.10000000,2082.40000000,       0,2082.40000000
19921207,2084.50000000,2099.70000000,2080.00000000,2084.10000000,       0,2084.10000000
19921208,2080.60000000,2091.20000000,2075.00000000,2091.20000000,       0,2091.20000000
19921209,2094.30000000,2096.50000000,2074.70000000,2074.80000000,       0,2074.80000000
19921210,2067.30000000,2077.00000000,2060.30000000,2064.20000000,       0,2064.20000000
19921211,2057.10000000,2065.30000000,2048.50000000,2062.80000000,       0,2062.80000000
19921214,2060.90000000,2071.70000000,2059.70000000,2067.20000000,       0,2067.20000000
19921215,2065.30000000,2075.20000000,2060.70000000,2067.30000000,       0,2067.30000000
19921216,2067.90000000,2081.90000000,2064.10000000,2081.60000000,       0,2081.60000000
19921217,2077.60000000,2093.80000000,2077.60000000,2092.50000000,       0,2092.50000000
19921218,2105.10000000,2147.60000000,2105.10000000,2147.60000000,       0,2147.60000000
19921221,2153.00000000,2160.00000000,2145.80000000,2159.70000000,       0,2159.70000000
19921222,2159.80000000,2189.50000000,2157.60000000,2184.50000000,       0,2184.50000000
19921223,2182.80000000,2183.50000000,2154.60000000,2162.80000000,       0,2162.80000000
19921224,2166.70000000,2172.40000000,2162.00000000,2165.60000000,       0,2165.60000000
19921225,2165.60000000,2165.60000000,2165.60000000,2165.60000000,       0,2165.60000000
19921228,2165.60000000,2165.60000000,2165.60000000,2165.60000000,       0,2165.60000000
19921229,2168.40000000,2179.50000000,2163.90000000,2178.80000000,       0,2178.80000000
19921230,2171.70000000,2178.20000000,2167.70000000,2170.90000000,       0,2170.90000000
19921231,2177.00000000,2185.20000000,2176.60000000,2185.20000000,       0,2185.20000000
19930101,2185.20000000,2185.20000000,2185.20000000,2185.20000000,       0,2185.20000000
19930104,2186.50000000,2212.70000000,2177.50000000,2209.90000000,       0,2209.90000000
19930105,2208.70000000,2219.70000000,2185.70000000,2189.10000000,       0,2189.10000000
19930106,2189.00000000,2206.50000000,2189.00000000,2194.80000000,       0,2194.80000000
19930107,2195.90000000,2198.50000000,2182.60000000,2193.30000000,       0,2193.30000000
19930108,2183.10000000,2188.30000000,2174.50000000,2176.80000000,       0,2176.80000000
19930111,2174.50000000,2175.30000000,2139.90000000,2150.30000000,       0,2150.30000000
19930112,2152.00000000,2152.30000000,2136.90000000,2137.00000000,       0,2137.00000000
19930113,2138.50000000,2149.00000000,2126.80000000,2129.60000000,       0,2129.60000000
19930114,2135.10000000,2149.50000000,2135.10000000,2140.60000000,       0,2140.60000000
19930115,2138.10000000,2145.60000000,2128.30000000,2138.60000000,       0,2138.60000000
19930118,2140.60000000,2150.30000000,2135.50000000,2140.60000000,       0,2140.60000000
19930119,2134.40000000,2137.50000000,2121.50000000,2124.70000000,       0,2124.70000000
19930120,2119.90000000,2133.90000000,2117.40000000,2133.90000000,       0,2133.90000000
19930121,2136.50000000,2146.70000000,2133.30000000,2143.70000000,       0,2143.70000000
19930122,2146.20000000,2159.20000000,2144.20000000,2152.20000000,       0,2152.20000000
19930125,2152.20000000,2155.00000000,2139.40000000,2145.00000000,       0,2145.00000000
19930126,2148.90000000,2191.70000000,2143.80000000,2189.90000000,       0,2189.90000000
19930127,2193.10000000,2202.80000000,2183.40000000,2187.00000000,       0,2187.00000000
19930128,2181.80000000,2199.20000000,2181.80000000,2184.80000000,       0,2184.80000000
19930129,2188.90000000,2188.90000000,2169.00000000,2177.30000000,       0,2177.30000000
19930201,2184.20000000,2206.40000000,2184.20000000,2204.10000000,       0,2204.10000000
19930202,2205.70000000,2215.70000000,2193.30000000,2195.70000000,       0,2195.70000000
19930203,2195.60000000,2225.70000000,2194.30000000,2225.70000000,       0,2225.70000000
19930204,2241.70000000,2244.40000000,2218.60000000,2218.90000000,       0,2218.90000000
19930205,2220.40000000,2235.80000000,2214.30000000,2218.60000000,       0,2218.60000000
19930208,2221.20000000,2234.40000000,2220.40000000,2226.10000000,       0,2226.10000000
19930209,2224.80000000,2225.80000000,2186.70000000,2194.00000000,       0,2194.00000000
19930210,2186.70000000,2192.10000000,2172.70000000,2174.70000000,       0,2174.70000000
19930211,2184.10000000,2190.20000000,2177.50000000,2186.00000000,       0,2186.00000000
19930212,2186.20000000,2194.60000000,2167.20000000,2187.60000000,       0,2187.60000000
19930215,2185.80000000,2194.70000000,2179.50000000,2187.80000000,       0,2187.80000000
19930216,2188.80000000,2193.20000000,2166.90000000,2171.30000000,       0,2171.30000000
19930217,2157.70000000,2182.10000000,2157.70000000,2175.60000000,       0,2175.60000000
19930218,2180.30000000,2207.30000000,2180.30000000,2197.20000000,       0,2197.20000000
19930219,2191.70000000,2203.50000000,2191.70000000,2200.80000000,       0,2200.80000000
19930222,2195.20000000,2202.10000000,2194.80000000,2198.00000000,       0,2198.00000000
19930223,2199.70000000,2208.00000000,2175.90000000,2180.70000000,       0,2180.70000000
19930224,2179.80000000,2180.90000000,2169.60000000,2172.90000000,       0,2172.90000000
19930225,2183.10000000,2183.10000000,2163.90000000,2176.50000000,       0,2176.50000000
19930226,2182.40000000,2208.90000000,2179.40000000,2208.40000000,       0,2208.40000000
19930301,2206.00000000,2225.50000000,2204.90000000,2225.50000000,       0,2225.50000000
19930302,2227.10000000,2234.80000000,2226.50000000,2233.30000000,       0,2233.30000000
19930303,2250.70000000,2266.50000000,2245.60000000,2264.40000000,       0,2264.40000000
19930304,2262.20000000,2270.90000000,2256.00000000,2256.30000000,       0,2256.30000000
19930305,2260.40000000,2270.10000000,2254.20000000,2265.90000000,       0,2265.90000000
19930308,2268.50000000,2293.40000000,2266.90000000,2293.40000000,       0,2293.40000000
19930309,2314.80000000,2314.80000000,2291.80000000,2294.00000000,       0,2294.00000000
19930310,2292.40000000,2303.40000000,2289.30000000,2299.50000000,       0,2299.50000000
19930311,2301.70000000,2301.70000000,2289.50000000,2294.50000000,       0,2294.50000000
19930312,2282.60000000,2286.70000000,2258.00000000,2268.00000000,       0,2268.00000000
19930315,2260.30000000,2274.10000000,2259.80000000,2269.80000000,       0,2269.80000000
19930316,2274.20000000,2281.70000000,2265.10000000,2273.30000000,       0,2273.30000000
19930317,2256.90000000,2256.90000000,2241.70000000,2249.00000000,       0,2249.00000000
19930318,2246.60000000,2257.10000000,2241.10000000,2247.30000000,       0,2247.30000000
19930319,2246.80000000,2271.90000000,2241.10000000,2268.60000000,       0,2268.60000000
19930322,2267.50000000,2267.70000000,2236.80000000,2242.40000000,       0,2242.40000000
19930323,2246.30000000,2246.30000000,2232.60000000,2238.10000000,       0,2238.10000000
19930324,2238.40000000,2241.00000000,2224.80000000,2235.40000000,       0,2235.40000000
19930325,2234.30000000,2234.30000000,2209.90000000,2221.30000000,       0,2221.30000000
19930326,2230.00000000,2235.40000000,2214.50000000,2214.60000000,       0,2214.60000000
19930329,2202.80000000,2216.00000000,2201.80000000,2214.30000000,       0,2214.30000000
19930330,2225.60000000,2228.30000000,2213.20000000,2220.60000000,       0,2220.60000000
19930331,2227.30000000,2241.60000000,2224.00000000,2225.50000000,       0,2225.50000000
19930401,2218.90000000,2230.20000000,2218.50000000,2223.10000000,       0,2223.10000000
19930402,2220.70000000,2240.60000000,2219.00000000,2223.30000000,       0,2223.30000000
19930405,2205.30000000,2211.20000000,2192.10000000,2196.70000000,       0,2196.70000000
19930406,2202.30000000,2203.50000000,2187.70000000,2189.80000000,       0,2189.80000000
19930407,2189.20000000,2193.60000000,2165.90000000,2182.60000000,       0,2182.60000000
19930408,2188.80000000,2188.80000000,2174.70000000,2180.80000000,       0,2180.80000000
19930409,2180.80000000,2180.80000000,2180.80000000,2180.80000000,       0,2180.80000000
19930412,2180.80000000,2180.80000000,2180.80000000,2180.80000000,       0,2180.80000000
19930413,2184.10000000,2196.90000000,2183.90000000,2196.30000000,       0,2196.30000000
19930414,2198.90000000,2204.50000000,2195.90000000,2199.20000000,       0,2199.20000000
19930415,2204.90000000,2218.50000000,2201.10000000,2205.80000000,       0,2205.80000000
19930416,2204.80000000,2208.10000000,2192.80000000,2202.40000000,       0,2202.40000000
19930419,2196.20000000,2217.30000000,2196.20000000,2208.60000000,       0,2208.60000000
19930420,2208.70000000,2224.90000000,2208.70000000,2224.90000000,       0,2224.90000000
19930421,2228.70000000,2243.70000000,2228.70000000,2243.50000000,       0,2243.50000000
19930422,2248.50000000,2262.20000000,2246.50000000,2262.20000000,       0,2262.20000000
19930423,2256.80000000,2258.00000000,2238.50000000,2240.40000000,       0,2240.40000000
19930426,2238.30000000,2240.70000000,2222.60000000,2222.60000000,       0,2222.60000000
19930427,2214.50000000,2231.70000000,2213.00000000,2222.30000000,       0,2222.30000000
19930428,2241.50000000,2241.90000000,2199.30000000,2208.30000000,       0,2208.30000000
19930429,2208.40000000,2208.40000000,2191.60000000,2200.20000000,       0,2200.20000000
19930430,2204.90000000,2221.70000000,2203.80000000,2221.30000000,       0,2221.30000000
19930503,2221.30000000,2221.30000000,2221.30000000,2221.30000000,       0,2221.30000000
19930504,2226.90000000,2229.70000000,2217.50000000,2218.00000000,       0,2218.00000000
19930505,2214.10000000,2214.80000000,2194.80000000,2202.60000000,       0,2202.60000000
19930506,2205.30000000,2210.80000000,2186.20000000,2188.50000000,       0,2188.50000000
19930507,2182.90000000,2189.40000000,2174.40000000,2189.40000000,       0,2189.40000000
19930510,2188.70000000,2217.80000000,2188.40000000,2217.80000000,       0,2217.80000000
19930511,2213.50000000,2218.40000000,2208.80000000,2215.20000000,       0,2215.20000000
19930512,2222.00000000,2231.70000000,2222.00000000,2231.10000000,       0,2231.10000000
19930513,2232.50000000,2233.00000000,2215.30000000,2215.50000000,       0,2215.50000000
19930514,2212.70000000,2219.40000000,2206.80000000,2218.40000000,       0,2218.40000000
19930517,2217.10000000,2225.30000000,2212.80000000,2224.90000000,       0,2224.90000000
19930518,2228.50000000,2233.40000000,2214.20000000,2216.50000000,       0,2216.50000000
19930519,2217.60000000,2219.80000000,2192.60000000,2194.20000000,       0,2194.20000000
19930520,2204.40000000,2204.40000000,2185.40000000,2186.90000000,       0,2186.90000000
19930521,2189.30000000,2195.70000000,2179.90000000,2187.40000000,       0,2187.40000000
19930524,2187.90000000,2222.60000000,2180.50000000,2193.60000000,       0,2193.60000000
19930525,2196.10000000,2206.50000000,2195.80000000,2206.50000000,       0,2206.50000000
19930526,2207.90000000,2210.20000000,2200.90000000,2208.60000000,       0,2208.60000000
19930527,2208.50000000,2220.40000000,2203.30000000,2213.70000000,       0,2213.70000000
19930528,2213.60000000,2214.80000000,2201.40000000,2205.00000000,       0,2205.00000000
19930531,2205.00000000,2205.00000000,2205.00000000,2205.00000000,       0,2205.00000000
19930601,2203.30000000,2211.80000000,2198.30000000,2211.70000000,       0,2211.70000000
19930602,2221.20000000,2235.70000000,2221.20000000,2230.20000000,       0,2230.20000000
19930603,2228.60000000,2230.00000000,2218.70000000,2225.40000000,       0,2225.40000000
19930604,2223.70000000,2231.30000000,2212.80000000,2213.10000000,       0,2213.10000000
19930607,2215.20000000,2227.70000000,2214.20000000,2224.20000000,       0,2224.20000000
19930608,2225.40000000,2229.30000000,2220.40000000,2224.50000000,       0,2224.50000000
19930609,2218.60000000,2241.70000000,2218.20000000,2240.50000000,       0,2240.50000000
19930610,2243.00000000,2243.10000000,2232.30000000,2238.50000000,       0,2238.50000000
19930611,2231.90000000,2245.30000000,2230.10000000,2244.00000000,       0,2244.00000000
19930614,2244.80000000,2267.30000000,2244.50000000,2262.90000000,       0,2262.90000000
19930615,2262.20000000,2264.20000000,2250.10000000,2250.30000000,       0,2250.30000000
19930616,2247.40000000,2258.40000000,2247.40000000,2253.20000000,       0,2253.20000000
19930617,2256.60000000,2257.00000000,2247.00000000,2248.50000000,       0,2248.50000000
19930618,2250.30000000,2257.50000000,2249.80000000,2252.30000000,       0,2252.30000000
19930621,2251.60000000,2274.50000000,2251.30000000,2274.40000000,       0,2274.40000000
19930622,2279.80000000,2283.00000000,2274.80000000,2277.00000000,       0,2277.00000000
19930623,2275.40000000,2285.90000000,2273.50000000,2275.80000000,       0,2275.80000000
19930624,2267.20000000,2270.60000000,2262.60000000,2269.30000000,       0,2269.30000000
19930625,2268.80000000,2268.90000000,2260.70000000,2264.50000000,       0,2264.50000000
19930628,2267.70000000,2277.80000000,2264.70000000,2268.30000000,       0,2268.30000000
19930629,2275.50000000,2277.00000000,2259.20000000,2263.00000000,       0,2263.00000000
19930630,2262.80000000,2271.50000000,2262.80000000,2270.90000000,       0,2270.90000000
19930701,2272.10000000,2275.60000000,2261.50000000,2262.00000000,       0,2262.00000000
19930702,2253.20000000,2253.50000000,2237.40000000,2237.90000000,       0,2237.90000000
19930705,2234.40000000,2234.60000000,2221.40000000,2225.30000000,       0,2225.30000000
19930706,2230.80000000,2238.00000000,2230.80000000,2235.00000000,       0,2235.00000000
19930707,2228.20000000,2234.10000000,2216.60000000,2234.10000000,       0,2234.10000000
19930708,2237.30000000,2239.80000000,2224.50000000,2227.80000000,       0,2227.80000000
19930709,2235.70000000,2239.40000000,2228.80000000,2229.20000000,       0,2229.20000000
19930712,2228.00000000,2228.80000000,2217.70000000,2221.10000000,       0,2221.10000000
19930713,2221.60000000,2228.60000000,2217.10000000,2228.50000000,       0,2228.50000000
19930714,2226.70000000,2226.70000000,2217.30000000,2220.90000000,       0,2220.90000000
19930715,2221.10000000,2223.90000000,2218.10000000,2221.50000000,       0,2221.50000000
19930716,2222.00000000,2222.10000000,2214.50000000,2218.80000000,       0,2218.80000000
19930719,2218.20000000,2235.60000000,2218.10000000,2234.30000000,       0,2234.30000000
19930720,2235.90000000,2238.80000000,2217.90000000,2221.30000000,       0,2221.30000000
19930721,2222.30000000,2222.30000000,2208.10000000,2220.10000000,       0,2220.10000000
19930722,2223.10000000,2226.30000000,2219.70000000,2226.30000000,       0,2226.30000000
19930723,2213.60000000,2239.40000000,2213.60000000,2234.60000000,       0,2234.60000000
19930726,2238.30000000,2254.70000000,2237.60000000,2254.20000000,       0,2254.20000000
19930727,2257.60000000,2277.30000000,2257.60000000,2277.30000000,       0,2277.30000000
19930728,2277.50000000,2289.20000000,2277.00000000,2277.70000000,       0,2277.70000000
19930729,2278.50000000,2308.00000000,2278.50000000,2307.80000000,       0,2307.80000000
19930730,2308.80000000,2327.70000000,2306.20000000,2317.60000000,       0,2317.60000000
19930802,2312.70000000,2339.20000000,2312.70000000,2329.00000000,       0,2329.00000000
19930803,2329.80000000,2332.00000000,2322.40000000,2330.00000000,       0,2330.00000000
19930804,2332.10000000,2332.10000000,2322.90000000,2330.30000000,       0,2330.30000000
19930805,2323.90000000,2336.40000000,2318.90000000,2336.40000000,       0,2336.40000000
19930806,2340.60000000,2363.40000000,2340.60000000,2361.00000000,       0,2361.00000000
19930809,2365.50000000,2374.60000000,2364.00000000,2374.50000000,       0,2374.50000000
19930810,2374.70000000,2374.70000000,2360.30000000,2360.30000000,       0,2360.30000000
19930811,2356.80000000,2381.10000000,2351.70000000,2379.10000000,       0,2379.10000000
19930812,2378.40000000,2383.20000000,2363.90000000,2369.20000000,       0,2369.20000000
19930813,2361.60000000,2363.60000000,2354.60000000,2360.70000000,       0,2360.70000000
19930816,2353.10000000,2363.70000000,2347.50000000,2347.60000000,       0,2347.60000000
19930817,2353.10000000,2366.70000000,2344.00000000,2366.20000000,       0,2366.20000000
19930818,2370.10000000,2408.60000000,2370.10000000,2406.10000000,       0,2406.10000000
19930819,2406.80000000,2415.70000000,2388.50000000,2394.50000000,       0,2394.50000000
19930820,2393.50000000,2404.00000000,2383.30000000,2384.10000000,       0,2384.10000000
19930823,2379.20000000,2384.20000000,2370.50000000,2373.40000000,       0,2373.40000000
19930824,2377.30000000,2383.00000000,2372.80000000,2373.50000000,       0,2373.50000000
19930825,2381.30000000,2396.10000000,2381.00000000,2394.30000000,       0,2394.30000000
19930826,2394.00000000,2394.40000000,2375.00000000,2393.50000000,       0,2393.50000000
19930827,2399.70000000,2414.00000000,2399.70000000,2413.00000000,       0,2413.00000000
19930830,2413.00000000,2413.00000000,2413.00000000,2413.00000000,       0,2413.00000000
19930831,2416.50000000,2425.20000000,2410.00000000,2414.20000000,       0,2414.20000000
19930901,2412.40000000,2412.40000000,2390.60000000,2403.10000000,       0,2403.10000000
19930902,2402.80000000,2411.90000000,2400.80000000,2401.40000000,       0,2401.40000000
19930903,2397.00000000,2404.60000000,2390.70000000,2390.70000000,       0,2390.70000000
19930906,2386.20000000,2396.80000000,2382.40000000,2396.80000000,       0,2396.80000000
19930907,2398.50000000,2399.70000000,2378.30000000,2379.70000000,       0,2379.70000000
19930908,2366.70000000,2375.80000000,2363.70000000,2372.60000000,       0,2372.60000000
19930909,2367.20000000,2382.10000000,2364.50000000,2366.70000000,       0,2366.70000000
19930910,2366.70000000,2371.20000000,2361.90000000,2365.30000000,       0,2365.30000000
19930913,2369.50000000,2370.20000000,2350.50000000,2354.70000000,       0,2354.70000000
19930914,2353.40000000,2358.50000000,2347.50000000,2354.10000000,       0,2354.10000000
19930915,2356.20000000,2356.90000000,2319.90000000,2321.20000000,       0,2321.20000000
19930916,2325.30000000,2331.40000000,2318.30000000,2331.20000000,       0,2331.20000000
19930917,2330.90000000,2347.20000000,2322.60000000,2331.00000000,       0,2331.00000000
19930920,2325.20000000,2328.30000000,2313.40000000,2328.30000000,       0,2328.30000000
19930921,2321.30000000,2327.10000000,2315.40000000,2324.80000000,       0,2324.80000000
19930922,2314.60000000,2329.40000000,2304.30000000,2329.10000000,       0,2329.10000000
19930923,2334.90000000,2335.90000000,2310.40000000,2312.40000000,       0,2312.40000000
19930924,2313.80000000,2315.10000000,2309.00000000,2309.10000000,       0,2309.10000000
19930927,2305.30000000,2323.30000000,2305.10000000,2321.80000000,       0,2321.80000000
19930928,2318.60000000,2333.90000000,2318.60000000,2329.50000000,       0,2329.50000000
19930929,2325.80000000,2329.80000000,2318.90000000,2323.60000000,       0,2323.60000000
19930930,2324.50000000,2328.30000000,2315.70000000,2318.30000000,       0,2318.30000000
19931001,2317.00000000,2319.60000000,2309.10000000,2312.60000000,       0,2312.60000000
19931004,2309.80000000,2333.10000000,2309.60000000,2332.50000000,       0,2332.50000000
19931005,2333.20000000,2353.70000000,2333.20000000,2345.80000000,       0,2345.80000000
19931006,2347.30000000,2370.90000000,2347.30000000,2355.40000000,       0,2355.40000000
19931007,2355.10000000,2361.40000000,2347.90000000,2350.40000000,       0,2350.40000000
19931008,2348.00000000,2359.20000000,2342.40000000,2359.10000000,       0,2359.10000000
19931011,2359.30000000,2368.20000000,2356.20000000,2358.70000000,       0,2358.70000000
19931012,2357.10000000,2368.80000000,2350.20000000,2350.80000000,       0,2350.80000000
19931013,2349.30000000,2350.90000000,2325.70000000,2333.20000000,       0,2333.20000000
19931014,2333.00000000,2333.40000000,2318.50000000,2327.40000000,       0,2327.40000000
19931015,2336.60000000,2354.80000000,2334.40000000,2354.30000000,       0,2354.30000000
19931018,2353.20000000,2368.40000000,2352.80000000,2363.00000000,       0,2363.00000000
19931019,2365.80000000,2366.20000000,2350.90000000,2353.80000000,       0,2353.80000000
19931020,2350.50000000,2379.40000000,2349.80000000,2379.20000000,       0,2379.20000000
19931021,2382.80000000,2398.00000000,2370.20000000,2397.90000000,       0,2397.90000000
19931022,2402.80000000,2409.70000000,2399.80000000,2409.50000000,       0,2409.50000000
19931025,2406.60000000,2407.10000000,2391.80000000,2395.90000000,       0,2395.90000000
19931026,2402.20000000,2405.10000000,2381.20000000,2381.50000000,       0,2381.50000000
19931027,2381.80000000,2393.00000000,2381.70000000,2383.60000000,       0,2383.60000000
19931028,2384.50000000,2395.20000000,2378.80000000,2393.50000000,       0,2393.50000000
19931029,2395.40000000,2402.10000000,2389.90000000,2398.00000000,       0,2398.00000000
19931101,2397.90000000,2397.90000000,2379.80000000,2392.10000000,       0,2392.10000000
19931102,2398.80000000,2399.80000000,2382.60000000,2387.40000000,       0,2387.40000000
19931103,2385.60000000,2387.40000000,2379.20000000,2383.70000000,       0,2383.70000000
19931104,2368.20000000,2380.90000000,2364.20000000,2376.00000000,       0,2376.00000000
19931105,2359.00000000,2359.00000000,2326.70000000,2332.00000000,       0,2332.00000000
19931108,2335.20000000,2338.00000000,2317.20000000,2325.30000000,       0,2325.30000000
19931109,2329.60000000,2340.30000000,2325.20000000,2339.30000000,       0,2339.30000000
19931110,2334.40000000,2356.00000000,2329.90000000,2342.70000000,       0,2342.70000000
19931111,2350.40000000,2352.10000000,2340.60000000,2340.60000000,       0,2340.60000000
19931112,2332.00000000,2344.50000000,2323.30000000,2343.70000000,       0,2343.70000000
19931115,2340.50000000,2351.30000000,2340.20000000,2346.40000000,       0,2346.40000000
